Fecha registrada,Latitud Aproximada,Longitud Aproximada,Nombre del Encuestador o Encuestadora,Tipo de negocio,¿El negocio tiene reja para entrar? (¿los consumidores pueden entrar a la tienda para escoger y comprar los productos?),Nombre del negocio,Campus,Año de apertura del negocio,¿Cuántas personas trabajaron para este negocio (con o sin paga) durante el mes anterior?,¿Cuántas personas trabajaron con un salario fijo durante el último mes?,"En tres meses, ¿esperas que el número total de trabajadores del negocio aumente, disminuya o permanezca igual?","Durante el último mes, ¿tuviste más, menos, o el mismo número de clientes en tu negocio?","¿Esperas que en tres meses tengas más, menos o el mismo número de clientes en tu negocio?","¿Tus ventas actuales están mejor, peor o igual en comparación con hace un mes?",¿Por qué piensas que las ventas incrementaron/disminuyeron/permanecieron igual? (opcional),"¿Esperas que las ventas de tu negocio en tres meses sean mayores, menores o iguales?","¿Durante el último mes tu nivel de inventario aumentó, disminuyó o permaneció igual?","¿Esperas que dentro de tres meses el nivel de inventario incremente, disminuya o permanezca igual?","Actualmente, ¿sientes que tu nivel de inventario es demasiado grande, muy poco o está en su nivel correcto?","En promedio, ¿el precio de venta de los productos que vende este establecimiento aumentó, bajó o permaneció igual a hace un mes?","¿Dentro de tres meses, esperas que los precios de los productos que vendes aumenten, disminuyan o permanezcan igual?",Qué tanto impacta a tu negocio: - El crimen,Qué tanto impacta a tu negocio: - La falta de crédito,Qué tanto impacta a tu negocio: - El incremento en el precio de los bienes,Qué tanto impacta a tu negocio: - La competencia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Bancos,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Proveedores,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Familia,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Gobierno,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Ahorros populares (tandas),¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? - Crédito privado,¿De cuáles de las siguientes opciones recibiste crédito para operar tu negocio? Otro (OPCIONAL),¿Cuál es la razón principal por la que tu negocio no tiene un crédito bancario?,"Asume que tienes los medios para hacer crecer tu negocio, ¿quisieras que tu negocio creciera? (por ejemplo, con más empleados, más productos, un local más grande)",¿Cuál es la razón principal por la que no quieres que tu negocio crezca?,¿Cuál sería el salario mensual más bajo que estaría dispuesto a aceptar para cerrar el negocio y,Horario de apertura,Horario de cierre,Sexo del dueño o dueña,¿El local de su negocio es rentado o propio?,Educación del dueño,Edad del dueño o dueña
01/11/2024 19:56,25.6641,-100.3178,Gustavo Alanís,Miscelanea o Tienda de Abarrotes,No,Abarrotes Vázquez ,Monterrey,2007,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,El mismo número de clientes,Peor,Competencia y distracciones ,Iguales,Permaneció igual,Permanezca igual,Muy poco,Permaneció igual,Aumenten,Mucho,Poco,Moderado,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,No,Porque teme a la inseguridad,12000,06:00 a. m.,10:30 p. m.,Mujer,Propio,Preparatoria,Más de 60
01/11/2024 20:14,25.6641,-100.3178,Gustavo Alanís ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes de Doña Lety ,Monterrey,1980,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,El mismo número de clientes,Peor,Economía ,Iguales,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Algo,Poco,No,Sí,No,No,No,No,,Las tasas de interés son muy altas,No,Porque está satisfecho con su negocio,8000,08:00 a. m.,07:00 p. m.,Mujer,Propio,Secundaria,Más de 60
01/11/2024 20:30,25.6641,-100.3178,Gustavo Alanís ,Panadería,Sí,Panadería los tinos ,Monterrey,2012,8,4,Permanezca igual,Más,Más,Mejor,Temporada de frío ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Poco,Mucho,Poco,Sí,Sí,No,No,No,No,,Las tasas de interés son muy altas,Sí,,No lo haría ,06:00 a. m.,09:00 p. m.,Mujer,Propio,Universidad y más,De 51 a 60
01/11/2024 21:19,25.7933,-100.1863,Daniela Arellano Quiroz ,Miscelanea o Tienda de Abarrotes,No,Laguna workwear,Laguna,2023,3,3,Aumente,Menos,Más,Peor,No es temporada ,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Algo,No,Sí,Sí,No,No,No,,No necesito un crédito,Sí,,No lo dejaría ,07:00 a. m.,03:30 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
02/11/2024 01:07,25.6484,-100.3195,David Cavazos,Verdulería o Frutería,Sí,p,Monterrey,2016,4,4,Permanezca igual,,,Peor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Moderado,Algo,Algo,Sí,No,Sí,Sí,No,Sí,,Las tasas de interés son muy altas,Sí,,"5,000",09:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,De 31 a 40
02/11/2024 13:03,25.6641,-100.3178,Gustavo Alanís ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes de Flor ,Monterrey,2024,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Más,Más,Peor,Economía ,Mayores,Permaneció igual,Permanezca igual,Muy poco,Aumentó,Aumenten,Algo,Algo,Mucho,Moderado,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,9000,08:00 a. m.,09:00 p. m.,Mujer,Propio,Primaria,De 41 a 50
02/11/2024 13:26,25.7311,-100.3306,David Cavazos ,Verdulería o Frutería,Sí,Jugos 100% naturales,Monterrey,2005,3,2,Permanezca igual,Menos,Más,Peor,,Mayores,Disminuyó,Incremente,Muy poco,Bajó,Aumenten,Poco,Poco,Moderado,Algo,No,No,Sí,Sí,Sí,No,,Las tasas de interés son muy altas,Sí,,3000,08:00 a. m.,07:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
02/11/2024 14:33,25.6641,-100.3178,Maria rosca,Verdulería o Frutería,Sí,Mini fruteria,Monterrey,2000,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Igual,El mismo número de clientes,Igual,"Siempre tengo la misma cantidad de personas, las personas que me comoran son aquellas que me conocen",Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Disminuyan,Nada,Nada,Moderado,Algo,No,No,Sí,No,Sí,No,,No creo que me lo aprobarían,No,Porque tendría que hacer trámites muy costosos,1000,06:00 a. m.,07:00 p. m.,Mujer,Propio,Secundaria,De 51 a 60
02/11/2024 15:10,25.5009,-100.0815,Lalo garcia,Tortillería,Sí,Tortilleria Tio Lalo,Monterrey,1995,3,3,Aumente,Igual,El mismo número de clientes,Igual,"Las ventas van a permanecer igual, ya llevo mucho tiempo con este negocio, las ventas por la gran mayoria siempre han sido lo mismo y no estoy ubicado en una zona donde me de la oportunidad de crecer mk negocio.",Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Mucho,Poco,Moderado,Mucho,No,No,No,No,Sí,No,Yo abri este negocio con mis ahorros,Los requerimientos de garantía son muy altos,Sí,,5000,06:00 a. m.,06:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
02/11/2024 15:17,25.6484,-100.3195,d,Venta de huevos,Sí,d,Monterrey,1983,1,1,Aumente,,,Mejor,d,Mayores,Permaneció igual,Disminuya,Muy poco,Bajó,Aumenten,Nada,Nada,Nada,Nada,No,No,No,Sí,Sí,No,,Los requerimientos de garantía son muy altos,No,Porque su familia lo vería mal,,08:00 a. m.,12:30 p. m.,Preferencia de no especificar,Rentado,Preparatoria,De 51 a 60
02/11/2024 15:22,25.5009,-100.0815,José Luis Hernández,Miscelanea o Tienda de Abarrotes,Sí,tiendita six,Monterrey,2010,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,,,Igual,,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Mucho,Nada,Poco,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,2500,07:00 a. m.,10:00 p. m.,Hombre,Rentado,Primaria,De 31 a 40
02/11/2024 15:42,25.6484,-100.3195,H,Miscelanea o Tienda de Abarrotes,Sí,Hh,Monterrey,1983,1,6,Aumente,Más,Menos,Igual,V,Mayores,Aumentó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Nada,Nada,Algo,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,,Jajaj,07:30 a. m.,03:00 p. m.,Hombre,Rentado,Sin estudios,De 31 a 40
02/11/2024 16:56,25.6759,-100.3208,Sofía Barajas ,Miscelanea o Tienda de Abarrotes,Sí,Frutería San Juan ,Monterrey,2019,5,5,Permanezca igual,Menos,Más,Mejor,Más accesible y ahorran tiempo los clientes,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Moderado,Algo,Poco,,,Sí,,,,Familia ,,Sí,,"$8,000.00 ",08:00 a. m.,08:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
02/11/2024 17:10,25.6759,-100.3208,Sofía Barajas ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Montalvo,Monterrey,1983,8,6,Permanezca igual,Igual,El mismo número de clientes,Peor,,Iguales,Disminuyó,Disminuya,Muy poco,Permaneció igual,Permanezcan igual,Moderado,Mucho,Mucho,Mucho,No,No,No,No,No,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,,09:00 a. m.,11:00 p. m.,Hombre,Rentado,Universidad y más,Más de 60
02/11/2024 17:14,25.6641,-100.3178,Gustavo Alanís ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes de Martha ,Monterrey,2024,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,Más,Peor,No hay dinero ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Mucho,Moderado,Mucho,Poco,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,"No lo haría, cuida a su mamá de 96 años",09:00 a. m.,07:00 p. m.,Mujer,Propio,Primaria,De 51 a 60
02/11/2024 17:23,25.6641,-100.3178,Gustavo Alanís ,Panadería,Sí,Panadería progreso ,Monterrey,2006,7,7,Permanezca igual,Menos,Más,Peor,Calor e inseguridad ,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Mucho,Moderado,Algo,Moderado,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,"No, a ella le encanta su tienda y hacer pan ",06:00 a. m.,06:00 p. m.,Mujer,Propio,Primaria,De 51 a 60
02/11/2024 17:26,25.6759,-100.3208,Sofía Barajas,Miscelanea o Tienda de Abarrotes,No,Abarrotes San Juan,Monterrey,1985,2,2,Permanezca igual,Menos,Más,Peor,Debido a las festividades e reí criptones d ella clientes,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Nada,,,,,,,Fue propio,,No,Porque está satisfecho con su negocio,"40,000",06:00 a. m.,10:00 p. m.,Hombre,Propio,Secundaria,Más de 60
02/11/2024 17:28,25.6641,-100.3178,Luis Tamez,Verdulería o Frutería,Sí,Frutería Gallegos ,Monterrey,2014,10,10,Permanezca igual,Igual,Más,Igual,Por las fechas de navidad pueden mejorar ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Aumenten,Poco,Poco,Algo,Poco,No,No,Sí,No,No,Sí,,No necesito un crédito,Sí,,"6,000",07:00 a. m.,09:00 p. m.,Hombre,Rentado,Preparatoria,De 51 a 60
02/11/2024 17:37,25.6759,-100.3208,Sofía Barajas,Miscelanea o Tienda de Abarrotes,No,Abarrotes Chávez ,Monterrey,2019,2,1,Permanezca igual,Igual,Más,Mejor,Llegaron más gente forenea,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Algo,Nada,Moderado,Nada,,,,,,,Propio,,Sí,,"20,000",12:00 p. m.,09:00 p. m.,Hombre,Rentado,Universidad y más,De 31 a 40
02/11/2024 17:46,25.6759,-100.3208,Sofía Barajas,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes El amigo,Monterrey,1997,2,1,Aumente,Más,Más,Mejor,Productos Nuevos,Mayores,Aumentó,Permanezca igual,Demsiado grande,Permaneció igual,Aumenten,Nada,Nada,Mucho,Nada,,,,,,,Propio,,Sí,,"120,000",06:00 a. m.,08:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
02/11/2024 17:46,25.6641,-100.3178,Luis Tamez ,Panadería,Sí,Panadería Candy ,Monterrey,1994,7,7,Permanezca igual,Igual,Más,Mejor,Por que viene tiempo de frío ,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Nada,Sí,No,Sí,No,No,No,,No necesito un crédito,Sí,,0,07:30 a. m.,08:30 p. m.,Mujer,Propio,Primaria,Más de 60
02/11/2024 17:51,25.6641,-100.3178,Michelle martinez,Dulcería,Sí,Abarrotes rebelde,Monterrey,1990,4,0,Permanezca igual,Menos,Más,Peor,,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Moderado,Moderado,Algo,Mucho,No,Sí,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,2000,07:00 a. m.,11:00 p. m.,Mujer,Propio,Primaria,De 51 a 60
02/11/2024 17:59,25.6641,-100.3178,Jonathan,Dulcería,No,Abarrotes mau,Monterrey,2016,2,2,Permanezca igual,Menos,Más,Igual,Porque no encuentran los que buscan,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Moderado,Nada,Moderado,Algo,No,No,No,No,No,No,,No creo que me lo aprobarían,Sí,,2500,08:00 a. m.,10:30 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
02/11/2024 18:00,25.6196,-100.2699,Adler Ramirez,Miscelanea o Tienda de Abarrotes,No,Deposito Tia Anne,Monterrey,1987,1,1,Permanezca igual,Igual,Más,Mejor,Porque estan arreglando varias construcciones cercas por lo que atrae a mas gente,Mayores,Aumentó,Permanezca igual,Muy poco,Aumentó,Disminuyan,Nada,Poco,Moderado,Nada,No,No,No,No,No,No,,No necesito un crédito,No,Porque sería muy complicado administrarlo,,09:00 a. m.,11:00 p. m.,Hombre,Propio,Universidad y más,De 41 a 50
02/11/2024 18:00,25.6641,-100.3178,Gustavo Alanís ,Cervecería o licorería,Sí,Depósito Naranjito ,Monterrey,1994,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,El mismo número de clientes,Peor,La gente que pasa varia ,Iguales,Disminuyó,Permanezca igual,En su nivel correcto,Bajó,Aumenten,Poco,Poco,Mucho,Nada,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,No le gusta estar en lo sullo ,09:00 a. m.,08:00 p. m.,Hombre,Propio,Primaria,De 41 a 50
02/11/2024 18:24,25.6484,-100.3195,Luis Tamez,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Carrillo ,Monterrey,2012,2,2,Permanezca igual,Igual,El mismo número de clientes,Peor,Por el clima,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Moderado,Algo,Algo,Poco,Sí,No,Sí,No,Sí,No,,No creo que me lo aprobarían,Sí,,0,07:30 a. m.,09:30 p. m.,Hombre,Propio,Primaria,De 51 a 60
02/11/2024 19:02,25.6641,-100.3178,Jesús Antonio Fonseca López ,Miscelanea o Tienda de Abarrotes,No,Mini súper leo,Monterrey,1994,3,2,Permanezca igual,Más,Más,Igual,Porque los clientes son los mismos ,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Poco,Poco,Mucho,Mucho,Sí,Sí,No,No,No,No,,Las tasas de interés son muy altas,Sí,,15000,08:00 a. m.,09:00 p. m.,Hombre,Rentado,Preparatoria,De 31 a 40
02/11/2024 19:27,25.6641,-100.3178,Jesús Antonio Fonseca López ,Miscelanea o Tienda de Abarrotes,No,Abarrotes Garza,Monterrey,1996,2,2,Permanezca igual,Igual,Más,Mejor,Más variedad de inventario,Mayores,Aumentó,Permanezca igual,Demsiado grande,Aumentó,Disminuyan,Moderado,Moderado,Moderado,Mucho,Sí,Sí,Sí,No,No,Sí,,Las tasas de interés son muy altas,Sí,,25000,12:00 p. m.,11:00 p. m.,Mujer,Propio,Preparatoria,Más de 60
02/11/2024 19:43,25.6641,-100.3178,Jesús Antonio Fonseca López,Miscelanea o Tienda de Abarrotes,No,Abarrotes chito,Monterrey,1984,2,1,Permanezca igual,Menos,Más,Igual,Por las escuelas que se encuentran cerca,Menores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Aumenten,Moderado,Poco,Moderado,Moderado,No,Sí,No,No,No,No,,Los procedimientos para aplicar son complicados,Sí,,15000,08:30 a. m.,08:30 p. m.,Mujer,Propio,Universidad y más,De 51 a 60
03/11/2024 09:15,25.6641,-100.3178,Alberto Balderas Gómez ,Carnicería,Sí,Carnicería Gonzales,Monterrey,2003,10,10,Permanezca igual,Igual,Más,Mejor,,Menores,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Mucho,Mucho,No,Sí,No,No,No,No,,No necesito un crédito,Sí,,"300,000 pesos al mes",07:00 a. m.,09:00 p. m.,Hombre,Propio,Universidad y más,De 51 a 60
03/11/2024 12:31,25.7437,-100.408,a,Miscelanea o Tienda de Abarrotes,No,x,Monterrey,1987,5,3,Aumente,,,Mejor,,Mayores,Aumentó,Disminuya,Demsiado grande,,,Poco,Poco,Poco,Poco,,,,,,,,,No,Porque tendría que pagar más impuestos,,08:00 a. m.,07:00 p. m.,Hombre,Propio,Secundaria,De 31 a 40
03/11/2024 12:34,25.6802,-100.3065,Jose García,Panadería,No,Panadería La Margarita,Monterrey,2003,2,1,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Poco,Algo,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,12000,06:30 a. m.,08:00 p. m.,Mujer,Propio,Preparatoria,Más de 60
03/11/2024 12:44,25.6484,-100.3195,Sebatian ,Fondita/Mini Resutaurante,Sí,Taqueria Nazas ,Monterrey,2010,5,5,Permanezca igual,Igual,Más,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Poco,Algo,Moderado,Sí,No,No,No,No,No,,No necesito un crédito,Sí,,"15,000",09:00 a. m.,07:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
03/11/2024 12:58,25.6641,-100.3178,Andreas sebastián Heald González ,Miscelanea o Tienda de Abarrotes,Sí,Mayoreo y Menudeo San Juan ,Monterrey,2015,4,4,Permanezca igual,Igual,Más,Igual,Por competencia ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Algo,Moderado,Mucho,Mucho,No,No,Sí,No,Sí,No,Tandas y familiares ,Los procedimientos para aplicar son complicados,Sí,,30-40 K,07:30 a. m.,08:00 p. m.,Hombre,Propio,Preparatoria,De 21 a 30
03/11/2024 13:01,25.6484,-100.3195,DANIEL ,Fondita/Mini Resutaurante,Sí,CHIKISS BURGER,Monterrey,2015,3,3,Permanezca igual,Menos,Más,Peor,,Mayores,Permaneció igual,Permanezca igual,Demsiado grande,Permaneció igual,Permanezcan igual,Poco,Poco,Moderado,Poco,Sí,No,No,No,Sí,No,,Los requerimientos de garantía son muy altos,Sí,,"7,000",04:00 p. m.,11:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
03/11/2024 13:17,25.6484,-100.3195,Jorge ,Panadería,Sí,Tacos Berna,Monterrey,1980,4,3,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Poco,Poco,Poco,Sí,Sí,No,No,No,No,,No necesito un crédito,Sí,,"18,000",07:00 a. m.,01:30 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
03/11/2024 13:43,25.6641,-100.3178,Andreas sebastian heal gonzalez ,Verdulería o Frutería,Sí,Citricos y nueces del norte,Monterrey,1985,5,5,Permanezca igual,Igual,Más,Igual,Por competencia ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Moderado,Nada,No,No,No,No,No,No,Ninguno,Las tasas de interés son muy altas,Sí,,No sabe ,07:00 a. m.,04:30 p. m.,Hombre,Rentado,Preparatoria,De 51 a 60
03/11/2024 13:58,25.6641,-100.3178,Andreas Heald Gonzalez ,Pollería,Sí,Todo Pollo ,Monterrey,1990,6,4,Permanezca igual,Igual,El mismo número de clientes,Igual,Son iguales ,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Nada,Nada,Moderado,No,No,Sí,No,No,No,Solo familia,No creo que me lo aprobarían,Sí,,40K,07:30 a. m.,05:30 p. m.,Hombre,Rentado,Secundaria,De 41 a 50
03/11/2024 14:01,19.3615,-99.137,1,Miscelanea o Tienda de Abarrotes,No,1,Juárez,1984,1,0,Aumente,Más,Más,Mejor,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Bajó,Aumenten,Nada,Nada,Nada,Nada,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,,3,06:30 a. m.,03:30 p. m.,Hombre,Propio,Sin estudios,De 21 a 30
03/11/2024 14:02,25.6641,-100.3178,Andreas Sebastian Heald Gonzalez ,Carnicería,Sí,Carniceria NABEH,Monterrey,1995,8,8,Permanezca igual,Igual,El mismo número de clientes,Igual,No hay tanto trafico de personas ,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Moderado,No,No,Sí,No,Sí,No,Solo familia y tandas entre vecinos,Los procedimientos para aplicar son complicados,Sí,,Ninguno ,07:30 a. m.,05:00 p. m.,Mujer,Rentado,Preparatoria,De 41 a 50
03/11/2024 14:04,25.6641,-100.3178,Andreas Sebastian Heald Gonzalez ,Verdulería o Frutería,Sí,Bodega 44 frutas y verduras,Monterrey,1989,4,4,Permanezca igual,Igual,El mismo número de clientes,Igual,Pasan las mismas personas,Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Algo,No,No,No,No,No,No,Ninguno ,Las tasas de interés son muy altas,No,Porque sería muy complicado administrarlo,Ninguno,07:00 a. m.,04:00 p. m.,Hombre,Rentado,Secundaria,De 31 a 40
03/11/2024 14:21,25.6759,-100.3208,Alejandro Gonzalez Estrada ,Miscelanea o Tienda de Abarrotes,Sí,El Tucan,Monterrey,2005,2,2,Permanezca igual,Más,Más,Igual,"Varía por el clima, si hay partidos ",Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Poco,Sí,Sí,No,No,No,Sí,,No necesito un crédito,Sí,,120000,07:00 a. m.,11:00 p. m.,Hombre,Propio,Preparatoria,De 51 a 60
03/11/2024 14:31,25.6759,-100.3208,Alejandro Aarón González Estrada ,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Mach,Monterrey,2024,1,1,Aumente,Más,Más,Mejor,El trato hacia las personas ,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Moderado,Algo,Algo,Mucho,No,No,No,No,Sí,No,,No necesito un crédito,Sí,,27000,07:00 a. m.,10:00 p. m.,Hombre,Propio,Preparatoria,De 41 a 50
03/11/2024 14:42,25.6759,-100.3208,Alejandro Aaron González Estrada,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes Alanís ,Monterrey,1998,5,2,Disminuya,Menos,Más,Peor,competencia cerca ,Mayores,Disminuyó,Permanezca igual,Muy poco,Aumentó,Aumenten,Moderado,Moderado,Algo,Mucho,Sí,Sí,Sí,No,No,No,,No creo que me lo aprobarían,Sí,,30000,08:00 a. m.,10:30 p. m.,Hombre,Rentado,Universidad y más,Más de 60
03/11/2024 14:45,25.5011,-100.2383,Rebeca Lara,Fondita/Mini Resutaurante,Sí,Carmela Comidas Caseras,Monterrey,2018,4,4,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Moderado,Algo,Algo,No,No,Sí,No,No,No,,No necesito un crédito,Sí,,12000,12:00 p. m.,04:00 p. m.,Mujer,Propio,Preparatoria,De 41 a 50
03/11/2024 14:52,25.5011,-100.2383,Rebeca Lara Cortes,Fondita/Mini Resutaurante,Sí,Restaurante Il Buon Gustaio,Monterrey,2021,0 - Sólo trabaja el dueño o dueña,1,Permanezca igual,Igual,Más,Igual,,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Moderado,Algo,Algo,Sí,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,20000,02:00 p. m.,11:00 p. m.,Hombre,Rentado,Universidad y más,De 51 a 60
03/11/2024 15:00,25.5011,-100.2383,Rebeca Lara Cortes,Fondita/Mini Resutaurante,Sí,La Cocina de Mi Vecina,Monterrey,2019,3,3,Permanezca igual,Más,Más,Mejor,,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Moderado,Algo,Algo,No,No,Sí,No,Sí,No,,Los procedimientos para aplicar son complicados,Sí,,20000,08:00 a. m.,03:30 p. m.,Mujer,Propio,Preparatoria,De 31 a 40
03/11/2024 15:05,25.5011,-100.2383,Rebeca Lara Cortes,Fondita/Mini Resutaurante,Sí,Las Cazuelas,Monterrey,2018,5,5,Permanezca igual,Más,Más,Mejor,,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Poco,Algo,Moderado,Sí,No,Sí,No,No,No,,Las tasas de interés son muy altas,Sí,,22000,09:00 a. m.,05:00 p. m.,Hombre,Rentado,Preparatoria,De 41 a 50
03/11/2024 15:17,25.6641,-100.3178,Melannie Ramos,Miscelanea o Tienda de Abarrotes,Sí,abarrotes Tomi,Monterrey,2004,0 - Sólo trabaja el dueño o dueña,0,Permanezca igual,Menos,Más,Peor,Poco personal ,Menores,Disminuyó,Disminuya,Muy poco,Bajó,Disminuyan,Nada,Nada,Algo,Mucho,No,No,No,No,No,No,Ninguno ,No creo que me lo aprobarían,Sí,,Ninguno ,09:00 a. m.,09:00 p. m.,Mujer,Propio,Sin estudios,Más de 60
03/11/2024 16:12,25.6641,-100.3178,Melannie Ramos,Fondita/Mini Resutaurante,No,Los Almendros Jimmy,Monterrey,2020,3,3,Aumente,Más,Más,Mejor,Implementar promociones atractivas e innovación ,Mayores,Permaneció igual,Incremente,Muy poco,Aumentó,Permanezcan igual,Nada,Nada,Mucho,Nada,No,No,No,No,No,No,,No necesito un crédito,Sí,,50000,08:00 a. m.,06:00 p. m.,Hombre,Rentado,Primaria,De 51 a 60
03/11/2024 16:19,25.6452,-100.0838,Fernanda Moreno,Miscelanea o Tienda de Abarrotes,Sí,Abarrotes el cremo,Monterrey,2008,4,2,Disminuya,Igual,El mismo número de clientes,Igual,,Mayores,Aumentó,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Algo,Mucho,Algo,No,Sí,Sí,No,No,No,,Los procedimientos para aplicar son complicados,Sí,,"8,000",08:00 a. m.,08:30 p. m.,Preferencia de no especificar,Propio,Secundaria,De 41 a 50
